processed_text,score,sentiment
lost 50gb data in watching one webseries un worth to have this application,1,negativo
wasted my 199 on this piece of garbage whats the use if i cant even watch anything on it nothing is playing on it rubbish app and scamsters,1,insatisfecho
excellent,5,contento
netflix is an really great movie app it help u watch movie while you lazy and just boring it a really good entertainment,5,contento
very very good,5,contento
great show and movie but pack what i like especially adventure,3,contento
bwhen you are the only account user for netflix and it kick you out netflix is not good anymore,1,negativo
i have been using netflix for awhile but today i can login via the app i dont know why but i wa able to living via chrome browser any solution because without the app i can enjoy my subscription,1,contento
ke logout trs pa mau log in lagu ga bisa padahal di web bisa,4,neutral
wont let me remove from my phone bloatware for anyone that doesnt use netflix,1,neutral
give people the option to have game listed or not stop price gouging your customer,1,positivo
they keep deleting every good anime show,2,positivo
i okay with this app but really want a quality option most of the time quality just drop automatically please add a quality option,4,positivo
poor,1,negativo
love the app,5,contento
not open in my cell phone,2,neutral
to be honest it so stupid we have pay for netflix we should not have pay for it we all can agree that we shoundnt pay for netflix,2,positivo
love this app you can watch every movie you love even my kid love this app thank google to add this app on play store,5,contento
beautiful day,4,contento
osm,5,neutral
bad it not compatible in my device,4,insatisfecho
ruined my original viking experience by cutting all action scene,1,negativo
please add cinta dalam ikhlas in your list,3,positivo
from last few month i am facing some weird issue video dont play on my mobile it just show loading symbol i have tried all option clearing cache and data l reinstall app restarting mobile but nothing is working,1,neutral
i log in with my profile but the continue watching belongs to other profile,1,neutral
so nice good using no issue,5,contento
it too good,5,positivo
only one account is login then also it is showing more account are login and not able to see any content,1,neutral
wheres the other season of spongebob squarepant whereeeee,1,neutral
i like and prefer this app because i can watch all the movie i love and adore,5,contento
i shouldnt be able to watch a show yesterday and the very next day i have an issue with needing to get access to the account this is such an inconvenience a someone who travel a lot under a shared account,1,neutral
kid friendly,1,positivo
zabardast,5,neutral
make peaky blinder in hindi for india please,1,positivo
love it my home for wwe,5,contento
i cant even login for some reason,1,neutral
wa having a nice time watching twd then i had to leave so i closed out the app and swiped off tried to come back later at it paused with no way of getting it to unpause please resolve this issue it ridiculous,3,positivo
after updating to the latest version the downloading speed is now reduced,3,neutral
very disappointing,1,insatisfecho
tap screen while watching and control come up so far so good tap again aaaaannd nothing you cant tap away the control you just have to wait until they go away so im ditting there watching the control cover subtitle for 10 and the odd time they just stay there,2,positivo
best app 1010,5,contento
the new update suck it ha lost my currently watching subheading it also lost my watch history wont acknowledge anything i have watched since the new update it also given me an algorithm recommendation for sport show totally not what i watch,2,insatisfecho
i dont want to watch any other show movie web series on netflix i only want to use netflix to watch wwe bring a special plan only for those who watch only wwe please,3,contento
it wont allow to change plan while the subscription is on pause if you resume then current plan price is charged if you try to cancel subscription from app it give an option to copy link for browser but there is no link you cant even cancel it from app,1,negativo
wow this app is so cool,5,contento
im unable to log in from my tv or my hp,1,neutral
can you add oshinoko on netflix,5,neutral
the app is a wealth,5,positivo
apa apa harus langganan dulu minimal kasih akses liat kualitas film yang ada di netflix dulu lah walaupun hanya klip film saja saya yakin orang orang juga kesusahan karena harus langganan dulu,1,neutral
am so excited to download netflix i cant wait to share my account with my friend,5,contento
em portugal sries como frieren s tem legendas em brasileiro conta de portugal no do brasil subscrio cancelada,1,negativo
it will not work on the phone,1,neutral
the cancelation process is a scam if you forgot to choose finish cancelation hidden under the first option when you are on the screen after pressing cancel you are still on the subscription,1,insatisfecho
terrible me and my husband both tried to just get our email put in to sign up and wouldnt you know it neither of them worked because someone most likely took our email or because netflix doesnt work we tried on different device like the help search told u to,1,positivo
i like it,5,positivo
it nice,5,positivo
it ok,5,positivo
it doe not work at all,1,neutral
not bad,4,positivo
iwe having fun watching movie thats new and you can select what you want to watch and also you caan guide what you would like your young one to watch,4,contento
honestly ive been paying this more year than i would like a few year ago i wa watching a movie that i decided to continue for the weekend it wa gone i think this is the worst thing netflix ha they should warm customer when theyre thinking to remove a,2,contento
great app to kill some time when i have the free time,5,positivo
im tired of having to get a temporary code every time i travel for work and it denies me if im there too long if i pay for multiple profile i should be able to use them wherever i want,1,insatisfecho
netflix app is not loading a of todayplease fix this,1,neutral
cant open on this device cant open on this device,1,neutral
out of all streaming service my least favorite id rather watch free one with ad took a few year off of subscribing come back not many new thing and nothing interesting spend your money on max or hulu instead garbage,1,negativo
price is getting out of hand for what streaming option are you need to do better or make it to where it really personalized to each viewer do better,2,contento
im facing an error while trying to play netflix game and i started facing the below after my monthly renewal i am going to cancel my subscription after this an active subscription is required error code ngpstatuscode code 88 name usersigninfailureineligible,1,negativo
selection is getting worse and they put game on top even though i dont want them and never play any also annoying sound in ui that can not be disabled,1,insatisfecho
this app work super well and epensive,5,contento
very bad waste of money better buy chocolate,1,insatisfecho
it an amazing app but i cant sign in thats the problem,2,negativo
netflix is too expensive and definitely isnt worth the price there no good movie or show huludisney is a lot better and cheaper thats why i deleted my app,1,positivo
i love this app,5,contento
easy to use,5,positivo
great but why do u keep removing nostalgic and great show and movie also why are you removing like the first season of like 6 nickelodeon show bring back full house pleaseee,3,contento
great love netflix,5,contento
the brightness override is garbage ive seen post on reddit from 6 year ago complaining about it and it is still not removed also price are rising switch to the streamio app and stop your netflix subscription,1,negativo
doesnt work cancel my membership,1,positivo
vere nice,5,positivo
can never get it to work on my roku,1,neutral
when in my account and i want to continue watching the show are from a different account it so annoying,1,negativo
a good experience and cant wait for more thank yall for real,5,contento
it great i can watch show that i missed,4,positivo
love it,5,contento
good experience,5,positivo
cant cast to my tv through chromecast sort it out,1,neutral
good work team netflix,3,positivo
great help for parent however skipping alot,3,contento
i like to much because watching movie with hd me l like netflix,1,contento
wont play the movie is just a black screen and play audio,1,positivo
non stop price increase,1,neutral
in the world best and apps duniya mein maine bata kaise bekar apps nahin dekha tha please ko play store se delete karo,1,contento
netflix canada still doesnt have pokemon horizon after all this time,1,neutral
unable too loginworst experience ever my subscription is about to finish till now i am trying to loginif you read my detailed review try to solve the problem if possible for you,1,negativo
simply awesome but please add the move meg 2,5,contento
netflix i love this app so much i love the show and or movie it recommendeds me so many movie that i would like it is a little pricy but it worth it,5,contento
downloaded movie can not start work after restart but i leave 1 start because i still dont like you,1,negativo
this app is so good,4,contento
ha gotten way better then few year ago now i enjoy watching netflix,5,contento
kenapa netflix saya tidak bisa digunakan di hp atau di tv saya tolong masukan nya,1,neutral
very poor not in hindi dubbed only few of there totaly money waste,1,insatisfecho
after the update my app logged me out and after logging in changing my password i cant even download anymore to watch while offline,1,negativo
the application just added a new member without confirmation and proceeded to deduct an additional payment for it this is like the user wa scammed please do not add another member if this application is going to bait again,1,contento
whats this did i pay for premium to watch useless movie they dont even provide the show i wana watch or my family wan na watch it basically useless with so much less option please add more movie we dont pay for nothing even the free app i use have,1,insatisfecho
it is like the tv good jk,5,contento
love the app,5,contento
i have cancelled my subscription going on three time now and it still charging me even though when i go to cancel it it tell me that it will end on a certain date but never doe why is every business lately scamming people and not letting them cancel at,1,positivo
i really dont like the new layout on my tv what did they do it so hard to look for movie now i hate it why are the cover so big please change it im so mad omg it so uncomfortable,1,enojado
wwe collection not working,1,neutral
nice experience movie series and cartoon movie,5,positivo
nice movie,5,positivo
very bad,1,insatisfecho
my netflix is not launching no one help from the service center help email also didnt got me anywhere the problem remains unsolved still till now my app is not launching same problem occurs again and again,1,positivo
nonsensetried more than 10 time to sign in but saying cant recognise my account,1,neutral
i want to ask a question about this appif i download movie will it save in my google file manager,5,contento
till now no issue except the recharge payment modeplz give a option to recharge early,5,negativo
good,4,positivo
it is gooooooooooooooodddddddd,5,neutral
very good aap,5,positivo
best streaming app,5,contento
trash it made me change my password because i thought it wa wrong then when i changed it it still said it wa wrong trash and a security problem,1,insatisfecho
i love netflix only,5,contento
it the best but pls bring back the society season 2 for u it an interesting story line,5,contento
when you fold your galaxy fold 6 it force netflix to use only the top half of the screen there no way to fold it a bit set it down and enjoy your giant screen what a terrible idea netflix,2,negativo
it good to use netflix for movie and watch them,2,positivo
lack of support for adaptive themed icon,1,positivo
it the best,5,contento
this is to good,5,positivo
it interface is very bad,1,insatisfecho
not run application and go on google for run netflix so that wa raly bad,1,insatisfecho
terrible just want to view my bill,5,negativo
nice,5,positivo
theyre always on point,5,neutral
when i want to watch vedio is not playing and any random time it start working,1,negativo
wow,5,contento
it doesnt wirth paying a peeny even do you pay alot you are not getting the full service with their regional filter,2,negativo
i love netflix,5,contento
wish could block or filter content genre actor better im not interested in what netflix think is top 10 in my country not enough international content and not enough subtitle to complement this unlike rakuten if the price continue to increase we will practically own share in netflix,1,contento
episode will randomly not load even if i have downloaded them there are many ui bug finding my list is way harder than it should be please just put it at the top i sometimes have to restart my phone multiple time for episode to load properly edit after 2,1,positivo
i dont like that they automatically deduct from my account and i cant even get a refund for that,1,negativo
we bought membership hoping your app getting better but now getting worse recently i open netflix on tv it say i have to disable vpn even i dont have one and never installed vpn i noticed newly show or movie got removed without u know the leaving soon mark on,1,negativo
i love this app now i cant even open it when i want to watch a movie,5,contento
the best app i have ever used love it,5,contento
the main problem with the netflix app on every device is that my list and continue watching sometimes randomly arent at the top and you have to scroll way down or up to find it they should always be pinned at the top when you first open the app it,1,negativo
good i guess but please lower the price some people didnt have much money to buy this luckily u have some customer,5,contento
best aap,5,contento
comercial should not be on program,4,neutral
the app on the phone is great however i just cant justify paying higher subscription rate when the quality of the show is degrading,2,positivo
brightness override i hate that the netflix app override the brightness i have set in my phone the brightness level in the app do not go a low a my phone surely there is a fix for this,2,contento
w app,5,neutral
add godzilla v kong back to netflix now why did you make it leave and add godzilla x kong the new empire to netflix,5,negativo
can not login,3,neutral
there been an update of some kind impossible to search for anything and every profile ha the same recommendation,1,contento
a recentish netflix app update that brought massive tile to the main screen ui mean this app is basically unusable on a 1 year old google chromecast with a 500 mbps connection image thumbnail now take 30 second or more to download previous version did not have this issue i,1,neutral
please ek music app bhi launch kijiye jiska subscription netflix premium me include ho for example netflix music,5,positivo
boring,1,negativo
worst unable to login say too many attempt worst app,1,enojado
i think netflix is innovative we can support the filmmaker worldwide and know everything from the moviedrama this app is accessible and engaging because i can use it for 8 hour a day there is an innovative idea too that netflix made an interactive movie so we can choose the,5,contento
there a bug where brightness cant be turned down and it max phone brightness terrible in dark area kill phone battery i tried reinstalling but same issue ideally i could make it dimmer than my phone for dark space or plane but a is it blinding and terrible for unwinding,2,negativo
100 percent,5,neutral
will be unsubscribing soon this app is terrible constantly saying more than 2 screen watching when not even one is on not paying 13 a month for the trash they put out bye bye netflix,1,negativo
for the second month netflix ha ignored our cancellation and taken money from our bank despite our refusing the request this will now be treated a a fraudulent transaction and we must start the process to take back our money,1,negativo
great app work well like the suggested new show choice,5,contento
just great,5,contento
if you change your business model you better be ready for it,1,contento
have to sign into my account with a code every 14days even thoughi created my account on the app on my phone youve become greedy ontop of it im going to crunchy roll,1,negativo
netflix is an outstanding streaming service that offer a vast library of movie tv show documentary and original content it userfriendly interface and personalized recommendation make it easy to discover and enjoy new entertainment with highquality streaming offline viewing option and seamless compatibility across device netflix provides a toptier viewing,5,contento
fantastic bang for the buck,5,contento
it amazing,5,contento
i hate the menu being at the top please return it to the side also why is there no feedback option,1,negativo
i love all the access to my favorite show but no matter what i do the video wont play on my phone i get the sound and subtitle just fine but no image appear ive tried everything on the troubleshooting page and my phone is up to date and work,1,positivo
i dislike that i can no longer cast on the lower cost plan i think this is the most ridiculous this why do i need to pay a streaming device to a device i pay for why am i paying the streaming service money to use something that is free,3,insatisfecho
lousy that you cant delete the app when you cancel your subscription and you have itvtaking up unwanted and unauthorised space on your device shame on you for such shady and underhanded practice,1,enojado
keep popping up error on downloaded video want to spend a weekend away from the wifi and not use lot of data while watching netflix no that is not an option netflix will allow you to download everything but will then give you a 2119 error something that ha been,1,negativo
i am getting very annoyed with you netflixthis is the second time you messed upy subscription i have multiple device and you dont really have anything good on your app fixy account or be replaced by another tv movie app that is more current jonie park,2,negativo
apps not working,1,neutral
netflix is a very versatile app i use it very oftenbut your business is dishonest and often disappoints or even disgust meheres whyyouve cancelled a lot of showsfor having lgbtq contentnot so surprisingly those show also happened to be some of the most entertaining show you have on your platforma,2,insatisfecho
i do not think netflix should be able to record anyones audio invasion of privacy,1,neutral
i love this application because it doesnt contain ad,5,contento
i used netflix for a long time but now it ceeps having my account on some one else account,1,neutral
the most expensive app i ever pay just to watch bad series hbo for life,1,insatisfecho
buang na app,1,neutral
it good,5,positivo
nt working in tv waste of money ill try many time to my android tv it showing code error try again 25sec after but still thia error only showing it nt opening kindly refund my money,1,negativo
it doesnt have a lot of selection like ot used to but it work i use this over hulu retarded app any day,5,insatisfecho
love your movie,5,contento
hate the new tv update please open up the my list section and it would be perfect otherwise hate it the old version popped up this morning i wa so relieved and actually watched something for the first time since july ive been on hulu and paramount and youtube even,1,positivo
could you bring back the rest of the twilight movie i need to watch the rest of them please,5,positivo
v good,4,positivo
update review and on the tv app i dont know why you change the one only great press button to stopcontinue action to two just like youtube the size of the subtitle are terrible the medium is now too big and the smallest are too small this is the worst,3,negativo
sometimes crash,5,negativo
it a great app but why did you have to add the descriptive audio because it really annoying,3,negativo
best service under cheap thanks netflix also pls remove all pirating website cuz it destroying your customer eith free,5,contento
wow,5,contento
brand new to me and good so far no complaint,5,contento
love the game,5,contento
used to work pretty good unfortunately not anymore believe time to cancel and move on,2,positivo
i want more my little pony but i like netflix,4,contento
i am in america and why there is no english audio in america netflix let me choose wherever the language i want a i pay for it and it not cheap,2,negativo
i am very happy with netflix,5,contento
i live watching the vids,5,neutral
it isnt separating watch history and list for profile annoying,1,negativo
thank you for keeping jjba jojos bizarre adventure i am now pregnant with araki on my dream and now this app make me the happiest in the world i used to be suicidal but now i can watch jjba every day thank younetflix,5,contento
berry good,5,positivo
it good,5,positivo
why do i need netflix installed on my google tv to cast from my phone to the tv why would i use my phone if i have it on the tv already stop nickel and diming u by forcing everyone to be in the same house,1,negativo
best watching experience,4,contento
good awesome fantastic great cool,5,contento
at home everything ok on my big screen before on io mobile ok now on galaxy s25 ultra cant get netfkix,1,contento
add sonic one and two back plus sonic x and sonic boom,3,neutral
my profile info disappeared and is now identical to the kid profile,1,negativo
good app but expensive,4,positivo
no more netflix for u too expensive for the value and terrible customer service,1,negativo
too greedy,1,negativo
it really good but i really want netflix to bring back the sonic movie leggy but i just watch something else,5,positivo
just downloaded it and language wa in french why,1,neutral
you repayment method ha given me alot of problem the app is good and all but sometimes to repay and the auto debt is not good and please when people want to pay dont stress them,2,insatisfecho
netflix is trash now how you guy up your price but dont give no good show or movie i live in the bahamas why i get the same content a the u what only 50 mile away i have use a vpn to get different watchable show an movie i,1,positivo
why is this stuck on my phone it basically malware,1,negativo
very good,5,positivo
brightness control need to be better,1,contento
too dark to see app wont let me adjust screen brightness if the show ha a dark scene it almost impossible to see if you are in a well lit area very difficult to watch while working out would be nice if netflix let the user decide i make me,1,contento
who thought this update wa a good idea then,1,positivo
slow af,1,neutral
i cant see anything netflix is showing me this messageyour device isnt part of the netflix household for this accounthow come,2,neutral
everything is fine but that brightness level doesnt go fully down while watching serieswhy this anyways that should be going fully down,4,contento
sometimes the video quality is just awful even when using the 5g internet i dont know what happened to the best streaming app,1,positivo
whenever i try to watch a show the screen stay black no matter what i do i have tried to update it and it still doesnt work,1,neutral
once the pioneer of the tv streaming service but now if you truly look at the content there actually not much in regard to quality i cancelled my subscription but came back to give it a try again after 6 month but there not much quality and the app ha,2,contento
i changed my subscription to basic with ad and the cast button stopped appearing in the app following netflixs advice page for the issue led me through troubleshooting step eg restartreconnect sign out in install update apps none of this worked so i searched more and found casting ha been,1,positivo
good for to know whole world including movie entertainment,4,contento
stopped working randomly keep getting the cant connect to netflix message despite having an active account,1,negativo
netflix my friend ki one,5,positivo
finally canceled my subscription due to what it seems price increase every month goodbye netflix teamhulubundle,1,positivo
show the incorrect profile algorithm when i pull up my profile doe not show me my list but show the list and like of a different profile on the account incredibly infuriating for such an expensive service,1,negativo
this is a great experience we get so many movie i like it,5,contento
stop telling me to reset my password because i forgot to turn off my work vpn stop locking out my account and forcing a password change i canceled once and came back only because of ad supported option that you keep raising the price on if my tv got locked,1,negativo
very nice,5,positivo
exclusive,5,positivo
i love my netflix app very much because i love watching miraculous ladybug and my little pony friendship is magic and icarly and victorious,5,contento
hard with logging in,1,negativo
trying to cancel a i get it free wi ee and it charged me twice since tried cancelling,1,negativo
entertaining,5,positivo
right so first i use netflix most day it slow but really good for 599 and 8 u,5,contento
they keep raising to price that are unecessary and unaffordable the whole point of netflix wa you could get to watch what you wanted at anytime for a good price now they take off or cancel thing i want to watch and raise the price might a well just go,1,contento
cant get netflix on my tv,1,neutral
cant delete film on my list,3,neutral
is kul,4,neutral
good entertainment,5,contento
best movie,5,contento
fun to use i can watch my favourite film 5 star 100,5,contento
i have been streaming netflix sonce last year it my fav streaming app but nowadays good kdramas are releasing on other platform so im leaving netflix for a short while,5,contento
i rate this app to 1 star because i can not register two time i register my account and link the gcash payment but until now can not register so useless,1,insatisfecho
worst ever sign in processing,1,insatisfecho
thank you s,5,positivo
banyak iklan gak bermutu gak enak tau diliatin bareng bareng,1,neutral
everything in this app is super also there is no advertisement,5,positivo
login process is worst,1,insatisfecho
i still cant sign in,5,neutral
movie collection is not so good nowadays,3,negativo
i love this app because everything is free and there are no ad at all so this isnanggod thing to install and watch,5,contento
bring another season of cyberpunk edgerunners and ill rate you 5,4,negativo
the most niceest app ever,5,neutral
bring another season of arcane and ill rate you 5,5,negativo
this ran great,3,contento
i pay for a curated experience and it is by choice that i have a separate profile for western entertainment and a separate profile for asian entertainment so you jumbling it all up is inconveniencing me please rectify this it been 3 day already my suggestion are filled with western,1,contento
it easy to use but it cost a lot,3,positivo
please stop removing movie from app please dont remove all movie from app keep both new and old movie in app outstanding awesome app for watching web show and movie daily please give apps subscription in recharge plan mode of all sim card service,5,contento
i pay for subscription and now this app is not supporting my android tv,1,negativo
bad app and ad any,1,insatisfecho
superrrrrbbbbbbb,5,neutral
app is worst downloaded vedios also not playing,1,insatisfecho
why tf do i have to turn off my paid vpn when it routing traffic through the same country that my payment method is registered to is it because your programmer are too lazy to make it work properly,1,negativo
good app and no ad in show limited for some show but good overall,5,contento
very good,5,positivo
very poor,1,insatisfecho
very easy to sign up,5,positivo
really good night wa sweet full experience on single subscription will surely take once again in,4,contento
updating my payment method on netflix ha been a nightmare ive tried multiple time but it still doesnt work instead of giving a vague error message like there appears to be a problem with the payment method why not actually specify what the issue is is it the card the,1,negativo
it amazing to watch ur favorite tv show and movie,5,contento
mom,5,neutral
it not bad work nice,5,positivo
very very very very excellent,5,contento
i would like to cancel a i never watch it,1,positivo
this is very good app to provide movie and drama multplies language,5,positivo
i have faced problem with netflix audio is working but screen show only black subtitle are also working,2,negativo
so frustrating i unistalled it because how many attempt ive tried to renew my membership but it not working at al l,1,positivo
dear netflix please add something like we can see all of your movie and series available so we dont have to pay and disappointment while searching for all the moviesseries we want but no longer on your app unfortunately all the movie i want is no longer on this app,1,insatisfecho
verry nice app,5,positivo
i like it,5,positivo
good job,5,positivo
i like the app but it seems like every year they increase the price by a few dollar without adding anything or making the experience on the app better idk if im going to continue with the app,2,contento
after last update i can not watch any program it play for a few min and stop,1,positivo
it good but it would be awesome if they were more anime like solo leveling or stuff like that,3,contento
good for movie,5,positivo
2 increase price are you out of your mind netflix,2,positivo
the worst app ever dont by this app subscribtion,1,insatisfecho
installs without permission,1,neutral
netflix cancelled my account and i still dont know why now you are trying to sell me your film etc i dont understand,1,negativo
need more movie not the same for two month,3,neutral
yall dont have interstellar,4,neutral
owsem app,5,neutral
not playing hd with widevine l1 using s22ultra,1,negativo
satisfied,5,positivo
i have changed my payment detail and tried to make payment but it doesnt reflect i tried like 6 time when i look at my bank it took money from my account that wa far more than my monthly payment when i go into netflix it say my account is,1,contento
veryquality,4,neutral
please remove the update you messed up our beautiful experience bring it back to what it wa 4 day ago,1,contento
netflix should provide video quality setting like youtube it very inconvenient to manage data in netflix we cant watch video on desired quality,1,positivo
whats up with the new layout did anyone ask for it it rubbish go back to the previous one where it wa easy to check out the new release upcoming and future one,1,positivo
best app for movie and drama,5,contento
like the new game there some great stuff here,4,contento
i watched it and it froze i couldnt watch it the picture wa black,1,neutral
it doesnt let me uninstall it,1,neutral
price is pretty much higher than others,2,positivo
what the heck his going on with netflix it not working iam trying to watch a showmovie the only thing it show is loading fix this issue asap,2,neutral
very bad bad bad,1,enojado
please allow me to control the brightness of thr screen from the phone menu is so annoying not being able to it is also much more brighter than the minimum on the phone,5,contento
very excellency,5,contento
great apps,5,contento
we want more movie new movie are not available on netflix,2,positivo
the only reason i can see netflix jacking up their price is because of greed and putting ad in the ad free tier seriously what are you thinking you were probably thinking about how you could make more money,1,neutral
ad seriously,1,negativo
your new interface stink you now have the most expensive streamer and the worst interface and have the worst movie you dont try anymore and whats worst you could care lesstime to cancel wish i could give you zero0 starsdeuces,1,enojado
loved netflix but somehow cant get the app to open normally on my laptop whenever i open the app it a very narrow screen in the middle of my laptop a if im trying to use an app meant only for phonesvery annoying,2,negativo
bahut jyada data khinch leta bahut cute,3,positivo
love nexflix they have an awesome collection across the board,5,contento
very poor app with out bozda film,1,insatisfecho
love t price movie n convenience of alexa n much more parental control kid movie caption international n hey all around love it never let me down,5,contento
bakit ma expired yung downloaded video hindi pa nga tapos panoorin tsaka monthly namin binabayaran yan bakit may expiration ang movie,1,neutral
junk,1,neutral
i found netflix to be a enterr10 ing app,5,neutral
less tamil language,1,neutral
nice apo,5,positivo
i love netflix ive never had any problem before i never complain but for month i wa paying for netflix and my screen would go black on every show or movie but the audio work just black screen the trailer screen and audio work fine tho also my tubi and,1,contento
too expensive,2,neutral
top tier,5,positivo
terrible experience i used to love netflix until they started getting rid of all the good movie and tv show blocking certain show if you dont pay for the premium plan what really infuriated me today wa me a person who pay for the account getting the notification my device,1,negativo
netflix suck never ha a movie i want to see going to cancel,1,insatisfecho
logged in and locked out at the same time access denied but in browser show logged in on phone,1,negativo
best part there is no commercial advertisement,5,positivo
my netflix account automatically asking login after login showing different account some time not login fix this bug,1,neutral
amazing you can download add free game for free and watch 100 of show and movie,5,contento
technical issue,5,neutral
love the app but can you add more season to some show like teenage mutant ninja turtle and others,5,contento
expensive and overpriced,1,neutral
it get worse every day,1,negativo
i need some help because i cant get past the start up and i dont know what to do to get into it so please fix this problem for me a soon a possible,1,positivo
the app wont even start on my phone this ha been a problem for like 6 month ive reached out to support but they werent helpful at all occasionally the error code change so they must be doing something but so far very disappointed,1,enojado
find alternative tablet user app doesnt open on tablet,1,neutral
the apps amazing for just watching favourite no question to answer,5,positivo
not impressed with the movie selection choice,3,negativo
good movie and epsords 475500,5,positivo
pretty good movie wa always satisfied the movie i have watched wish i could see the movie cradle of lie with dylan neil,4,contento
unable to install with zero explanation,1,neutral
still unstable trying to scroll through movie and it just snap back to the start every single time you can only watch what netflix tell you,2,negativo
awesome,5,contento
bring back minecraft story mode pls i love watching it,2,contento
cant get netflix on my tv the code you sent me where do i input that,1,neutral
amazing app,5,contento
this app is amazing,5,contento
i like to see netflix movie it very good,5,contento
when did this app become the new paramount nothing play just freeze and crash and they raised the price lmao,1,neutral
love the crown,5,contento
absolutely terrible app,1,insatisfecho
i luv my netflix on my mobile my tablet on my tube i luv watching my official cartel moviez el senor de los cielozsenora acero la coyote on my mobile,5,neutral
when i watch wwe if i pause it then come back to it a bit later it start from the beginning again ive talked to staff about earth at netflix and when i watch other netflix program i can pause it come back to later and it still pulled in,1,neutral
netflix application bahut achcha work karti hai per ismein hindi dab show bahut kam hai jiske karan mujhe subscription lena bhi hota hai to maine kafi baar sochta hoon unhen jyada se jyada show dub karne chahie agar india mein work karna hai toh mujhe english mein dekhna bilkul pasand,3,neutral
it ha supernatural 5 star,5,positivo
this app is really amazing i watch movie i like the most when i cant get from other apps,5,contento
the only problem i have with this app is it is too bright after installation of the app or an update if i touch the brightness control bar within the player the base level of brightness increase suddenly and is always higher than the native screen brightness setting it to,4,contento
cool,5,positivo
i have canceled my subscription and i will not return until affordable membership are ad free im not paying 25 a month for a service that ha poor option and want me to pay for their poor investment decision like 100 million contract with ex royal member who have nothing,1,positivo
enjoying,5,contento
how to disable auto brightness too much brightness,1,contento
no free trial no sharing unless it in the same house or mobile literally the worst streaming service,1,enojado
nice app full satisfied with it nice movie kdrama and other series,5,contento
keep crashing,1,neutral
disgusted with the service in guyana i am paying but it just have the neflix sign,1,negativo
delete film from play list isnt working it still add them back in despite confirmation theyre deleted,3,positivo
cant watch dexter in my region and there is nothing in this world i want than to just watch dexter,1,positivo
i love it even though i have it on tv,5,contento
im only able to view the other profile on my account the app wont bring up my own profile with my own recently watchedcontinue watching show,1,neutral
worst app not subscribed the apo,1,insatisfecho
great app,5,contento
good and cheap if i continue getting im using a vpn when im not i will continue to rate it lower,3,positivo
worst app i ever used cant login app even after payment,1,insatisfecho
it so annoying you have to make it account,1,negativo
3 star because you have to pay for netflix,3,negativo
goog,5,neutral
absolutely love this app it allows me to relax and mentally get away from all the psychological distraction of life thank you developer you guy are amazing a far a im concerned,5,contento
ok,5,positivo
very good i love,5,contento
is there any glitch in netflix after recent update when i am watching anything it automatically turn back and the screen become shorter kindly do smthng abt it,1,positivo
mean i absolutely love it so much i just like it,5,contento
dismal experiencenot allowed to start membership,1,insatisfecho
amazing app not well known,5,positivo
easy process to signup,5,positivo
ga lagi dah langganan udah bayar ga bisa login dicoba lagi ga bisa juga udah uninstall gabisa juga login juga cuma ada something went wrong sampah banget,1,negativo
app is not open,1,neutral
bestmove app,4,neutral
it great for movie,5,contento
watch all the time,5,neutral
why did you take money for the movie,5,neutral
it very good,5,positivo
can get chinese subtitle,3,neutral
cant change language of anime,1,neutral
please released movie the voyage of demeter i waited so long for it,5,positivo
best app in that warld,5,contento
it need work,5,neutral
i love netflix but you got to stop making people pay like a lot of people just keep paying and paying well i think netflix should be free because it is a nice and it ha lot of movie dont get me wrong but i love netflix,4,contento
no best,5,insatisfecho
no ability to download show when youre travelling happy to take your money but not provide a way to access the content you pay for classic corporate,1,positivo
netflix parah sudah bayar mahal filem sudah didownload giliran mau di tonton tidak bisa di buka garagara di update sudah rugi kuota rugi biaya pembelian lengganannya juga tolong di perbaiki aplikasinya jangan merugikan orang kaya gini,1,neutral
i dont know what to do because every time i play a movie it wont show up on the tv screen,2,positivo
often crash freeze even with 5g network waste of subscription money and time,1,insatisfecho
netflix is good but iam disappointed because same movie or anime are not there,4,negativo
wish they had more robot animebeside having gundam or voltron please expand your field of japanese anime selection thanks,5,contento
i love it,5,contento
i received a warning from netflix while using the app telling me that i need to disable my vpn when i clicked ok it showed me a different list of series and movie than i had initially until recently i wa watching the rookie which i can no longer find,1,negativo
i wish yall would make each profile under the account pin protected because im tired of family member using my profile and messing up my algorithm,5,positivo
very bad experience sign in hota nahi jaldi,1,insatisfecho
it rejected my year long identity,1,insatisfecho
appalling app from an appalling company the greed is disgusting and i wont be paying for a service which includes advert streaming in dead long live dvd,1,enojado
it really good,5,positivo
a lot of time the video is choppy,3,neutral
one the best place to watch good movie,5,contento
i cant use my app keep saying reset your password and if i do so is still showing incorrect password and i have been trying since yesterday please help me,1,contento
stuck on loading,1,negativo
need help to unsubscribe it bcz i dont need to anymore less film in our language are available in it,2,positivo
1 season run are extremely frustrating i hate that netflix will cancel a good show after 1 season,1,insatisfecho
stop removing adam sandler movie first it wa blended then it wa happy gilmore now it grown ups stop im gon na cancel my subscription if this continues,1,negativo
i love this movie app but why netflix dont have khmer language or subtitle please upgrade your syste avaliable with khmer language you have lot of cambodian fan,5,contento
awesome will recommend this app to everyone,5,contento
im from philippine i love all video i watch on netflix but add more tagalog dubbed in other movie,4,positivo
perfect,5,contento
i likee netflix bcz filmnyaaa seruu semuaaaaa ad yg ga seru sedikit wkwk,4,neutral
what happen already pay but still no payment access,1,negativo
