processed_text,score,sentiment
good games verry happy nice game,5,contento
app cheats doesnt connect apps store continue last life yes checked internet connection working took screen shots back claims fun game definitely fair game app rips gold bars app allow access bonuses expired waiting life retry level wouldve passed likely delete support lack transparency accountability recommend,1,contento
fun game cool nice,5,contento
llegu nivel 300 vuelve pay win cmo posible nivel pueda resolver menos 20 movimientos pidiendo destruir casi 1000 objetos hablar auto combos arruinan jugada casualmente funciona toque si si comprar ms jugadas,3,contento
fantastic game never tired playing addictive,5,contento
yes candy collect boosters win,5,contento
fun game makes one think,5,contento
good game ive played quite problem ive got recently fish game new update fish horrible coz get use one fish helping provided levels hard kindly ask change back old fish three thank,1,contento
nice fact wait lives,4,positivo
sharps mindmind fresness game different activity,5,neutral
good game makes fight girlfriend,5,positivo
please let play till end season 2025 style game new also please help play easy game give life lines please,5,contento
dont know happens accidentally uninstalled installed old account found new feathers thats really impressive inventorysall comes 0zero imagine level upto 3000 5000 play inventory much,1,contento
good game good fun,5,contento
thought game supposed contain ads ive never option watching ads get extra moves,3,neutral
old player fb id hacked,5,negativo
good game kill time,5,negativo
please remove hard level many hard level accept normal please give extra moves make hard level,4,contento
reswat mili 3 candy ki,5,neutral
isse time pass achha ho jata hr game hmm boring feel krte isko kitna bhi khelo boring feel hota,5,insatisfecho
bahut acha hai good,5,positivo
game crashes lot fix,1,neutral
best game enjoying daily,5,contento
far great like challenge thats get far good still enjoying,5,contento
great game nice event every stuff except store,4,contento
pls game started crashing yesterday tap ad crashes deleted reinstalled retrieved game progress 18000 got present level lost boosters annoying thing game still crashing pls fix,3,negativo
nice game really good one time pass,5,contento
amezing wow good gems,5,contento
decent enough game wondering google stopped allowing use play points game still buy items cant use points anymore,3,positivo
one favorite game ever,5,positivo
game awesome play keeps one busy entertained,5,contento
indigo undala alambagh uddhamsheelata du gbbsf uchchhayog chk jaycha uchchaman full ik,5,neutral
love game much fun,5,contento
love game please make candy crush movie 510,5,contento
everything saga stupid match 3 game like billions others make sound wow amazing call saga hey developers use word much looses impact stop calling games saga saga story like wheel time hobbit game,1,contento
think add lives especially hard levels hardest level example level 1 give 15 lives level 230 plz give us like 40 lives bcz hard level give us 24 live expect us clear 150 ice 70 blocks fair give us lives hard hardesst level little lives easy levels jst good game love much,5,contento
good game best time passig,4,contento
nice game play game fantastic,4,contento
keeps entertained kinda frustrated though,4,negativo
cosuming much mb gigabites,1,neutral
new music makes relaxing satisfying play,5,contento
best game elders senior citizens also nothing,5,contento
days due updates getting headache making forcefully buy things stupidity,3,negativo
best game kill boredom,5,negativo
awesome game playing since 2021,5,contento
like game thala fan,5,contento
like color action good categories,5,contento
like much fun play,5,contento
game saying upgrade sent beginning,5,neutral
repetitive gets quite difficult,3,insatisfecho
awesome game experiencelove alot fun,5,contento
one funnest longtime games planet still classic,5,contento
stress reliever waiting mylife level 2215,5,negativo
wished app earlierone million,5,neutral
enjoyable game hope loving game,5,contento
great game always fun win feel feel goodest times fun funnest times bombs goodest game ever liking keep playing fun crazy fun times stay tuned bombs fun game ive lost quite games store wouldnt let use money buy shop still closed fun,5,contento
addicting fun plz keep updating game players thanks,5,contento
game next day discuss application resume minutes,5,neutral
enjoy game order relax downside losing sleep wont put,4,positivo
best fun game relieve stress,5,contento
amazing game relaxing fashionable best game,5,contento
enjoyable relaxing game love,5,contento
pretty fun downside cant watch ads wo win power ups moves pay everything,4,contento
best game ever could play hours love ityesss,5,contento
dont understand makes win 3 starts many points time determines tend reply get 3 stars run lives etc pay lives cant afford tends take away relaxing part thank,3,positivo
happy add starts game,5,contento
receiving extra moves end game,5,neutral
great keep experience simple keep improving great game,5,contento
really like game fun easy really like changes,5,contento
super full time pass,5,contento
liked video game keeps busy,5,positivo
havent played long time im really rusty new message game still best way get rid bluest far goodok little bit harder advance still exciting time get rid distraction way talk place thats best family bet good better ever,5,contento
candy crush relaxing game,5,positivo
love game great passing time great,5,contento
im level 3100 race earn gold aside completing challenge,4,positivo
nice gamei lot time spend,5,positivo
nice play youre bored,3,positivo
super fun great graphics,5,contento
still playing 10 years,5,positivo
fun way pass time also helps calm anxiety,5,contento
koi help nahi milti hai customer care available,1,contento
episode race start hard earn gold,4,negativo
waste time dont stuck,1,negativo
perfect game5star totally enjoy love playing amazing love game,5,contento
im keeping original post however guys totally improved game full 180 game keep coming back vise really getting enough gold bars everyone afford pay game best one yall getting better game,5,contento
fair bots get moves players,5,positivo
love candy crush best game ever great boosters lots fun levels super challenging long lasting,5,contento
good game love game,4,contento
fun play n beat games,5,contento
got new s25 phone sudden game slow even press double arrows bottom right doesnt help cant even play game anymore slow game date happening,1,insatisfecho
game fun itis makes happy,4,contento
super ra iruku indha game,5,contento
really calming 1 complaint think make gold gatherable barely get gold dont know something hope fix,4,negativo
beautiful colors cute music fun game,4,contento
good game road trip nun challenge brain,5,positivo
ok like play game,5,contento
3rd time started game keep losing,5,negativo
always fun great way pass time,5,contento
fun hours lives refill fast,5,contento
doesnt let enter date birth uninstalled,1,neutral
really great game easy straight forward great play overly difficult,4,contento
great game challenging much times,5,contento
ive playing candy crush saga long time always enjoyed recent updates winning hard levels become nearly impossible takes 10 tries pass level makes game feel frustrating rather fun seems like difficulty increased push players buy boosters instead relaxing game feels irritating please bring back balanced gameplay,4,contento
people lost life savings game yknow dummy whales,1,negativo
ca nit update candy crush,3,negativo
good game almost ads music amazing game even better defenitely worth,4,contento
captivating game though tough reach hard levels u play 6 timesstill love updates pleasethank,4,contento
fun fun fun bihhh everyday usage,5,contento
app crashing frequently useless updates tough get thru level post 12k levels god knows new updates app keeps crashing progress rewards lost developers lost edge maintaining app good condition probably remove app completely,1,positivo
much love candy crush,5,contento
love game makes feel calm play,5,contento
hey man im sorry,1,negativo
one hand game considered classic mobile game reason may clone bejeweled popcap bejeweled wasnt first match 3 game either hand apps ads game deceptive obnoxious advertise even though already,2,contento
fun brain game enjoyable,4,contento
fare reach top level 10000 cant recv extra moves types help reach topest level,5,contento
love bit much going sometimes,4,contento
im really enjoying game fun easy helps pass time fun play especially new pages,5,contento
amazing game ive playing everyday relieving stress,5,contento
payment taken account however receive add ons,1,neutral
love playing game competing family friends beat levels week fun,5,contento
make relax mind play game,5,contento
best game ever fun cant log tomy account,5,contento
candy crush favorite game thank keep coming new challenges,5,contento
great fun playing passes time playing,5,contento
app working couldnt play turned wifi data connection please fix,2,positivo
worst app continue win change normal level hard take gold coin worst,1,insatisfecho
used fun keeps freezing candy box keep restarting app,1,positivo
wonderful calming relaxing game helps declutter takes back simple days,5,contento
interesting game relaxing game,5,contento
game fun mind relaxing boring,5,contento
love playing candy crush,5,contento
reach level 764 without spending money game skill want make money,4,positivo
one worst game ever played,1,negativo
relax relax playing game,5,contento
good game time pass,5,positivo
iam uninstalling game wantedly done,1,neutral
great game refreshes heart fishes n longer multiplying,5,contento
vista nicole oldest sister 3rd favorite game dont know try also,5,positivo
love game chocolate ball,5,contento
could fix glitches level 2622 doesnt load targets,2,neutral
disappointed gameav paid twice purchase coins offers finish level apparently money gone wastenever updated yet paidso far 600 goneand tried purchasing take money,1,negativo
like play games phone wow sync van,5,contento
deliciously addictive game always come back every time fantastic time killer get involved,5,positivo
love game playing since years many clicks continues completing level annoying please fix,4,contento
candy crush saga one favourite game feel lonely sad whatever always paly candy crush saga relax stressed mind play game since 2024 right surpass 4000 1 year love game much never bored whenever play game people always ask playing game age child arent feel bored play game blah blah never listen people,5,neutral
great game ads everything clear love great,5,contento
nice good game interesting game,5,contento
nice games boosters helps alot clear levels,5,contento
lm loving candy crush,5,contento
loved playing candy crush game dont want open morning frustrated uninstall start beginning uninstalled wasting data time finish level game fun wasting precious time,3,positivo
love playing 6 years,5,contento
mera fb account link nahi ho raha hor email bhi sign nahi ho raha h hr bar offline likha aata hbekar app hai,1,negativo
amazing game much ads stress free game,5,contento
one favs love game,5,contento
please boost levels please give prices win also gives gifts players,5,contento
time pass exactly good focus,5,positivo
enjoying similar itch cant help scratch,5,positivo
love game yesterday power ups race stuff disappeared race know didnt get gold bars update game lost new update trash way force mini games bs fact get 5 minute booster clock keeps ticking youre board pops eat 3 5 minutes get 23 levels last 5 total garbage,1,positivo
good relieving mind stressful situations,5,positivo
easy play rating 100100percent thank,5,contento
good job nice hack,5,contento
pay play game easy start win game game youre levels either lucky pay win recommend get easily frustrated plus side ads,1,contento
asking pay money get gold busters good idea dont pay people playing games pay whoever highest level dont right ask money,2,positivo
waist experience app bad,1,insatisfecho
good game best timepas,5,contento
best game ive ever played,5,contento
fun game characters cute,5,contento
lots pop dialogs also lucky candy liability,3,positivo
nice game play nothing want relax reduces daily stress dont find single mistake love game,5,contento
like playing game cant get use goldneed help,4,contento
brilliant game love addictive wont ever stop playing,5,contento
game really interesting good,5,contento
love game upgraded puzzles please updating game candy crush saga offered king,5,contento
tricking players purchase gems,1,neutral
super mind realise good app,5,contento
years since 2008 game fun challenging many side games like worlds cup champion weekly contest get orange candies etc option opt away ads get boosters made hard get high level strategy gamers buy boosters never done gone fun game frustrating money hungry game,1,contento
speechless even online unlike games going interrupted ads love game,5,positivo
game best game world,2,contento
im paying dime play game wont use gold bars im using boosters im anything besides allowed number moves levels point theyre unbeatable without extra moves special intervention games tries addict trick spending money,1,positivo
cleared levels till 16081 without paying single penny till nowloved game disappointed previously one event pass six levels daily sixth day get boostersthen pass levels feature removedpls reput feature since feature reput lost interest playing game feels like deleting game never play,1,positivo
great game like playing,5,contento
much fun watching expressions little guy priceless,5,contento
nice game relived old memories playing old mobile,5,contento
use play years ago love play often great 5stars,5,contento
meri candy crush bahut jyada problem rahi hai pahle ke jaisi chal rahi hai koi chocolate koi bam kuchh bhi nahin mil raha,5,insatisfecho
mind blowing game provide many people mentaily change,5,neutral
award episode race level no1637116385 given despite request please check give reward spent lots efforts 40 gold bars win episode race please check give reward ie 30 gold bars weekly race players podium friends list race meant friends action taken disappointed app slow makes frame freeze quick action necessary,1,contento
spin given every 12 houra,3,neutral
new fish mechanic either terrible programming shameless money grab either way ruined gaming experience,1,enojado
spent 12 dollars today didnt receive supposed get time game would stay loaded would start even purchasing bars keep going making purchase game would crash purchase done would like least 3 refunded give barsi bought reason still start hope get response complaint thank,1,positivo
yall think wouldnt notice 1st level extra moves 12 bricks fish weak hit one spot instead three saucerufos give two wrapped candies instead three stop scamming us youve already made levels hard cant win without boosters stars,1,enojado
great relaxing game fun,5,contento
longer enjoying reached level 562 lost game pausing reaching checkered flag come back see game took gold bag tallied streak proof games first try see lit gold contacted support issue basically told nothing keep playing ways win boosters break tricky levels,2,contento
game lots fun exciting sit play games hours family enjoys game also,5,contento
lot fun play ben playing game along time,5,contento
fantastic game mind blowing interesting play,4,contento
cannot stop playing game absolutely love one hundred percent,5,contento
whoever gave idea recent update fish candy really trashed game take five stars back,1,neutral
finally got alot bugs fixed update seems decided get one item fish switch smash buy coins instead 3 even fish 1 used 3 used becoming less fun changes megalopolis people quit,2,positivo
level number 2672 made impossible pass frustrating fun game,1,positivo
completely incredible different angles fun excited whole family big powerful bestest beautiful experience keep going addictive relaxing brain angry relax better thats best thing relax challenge achieved mindset love game good game p pride,5,contento
latest update game horrible fish 1 3 mention go random unnecessary candies dont need get rid seems like tactic people spend money game since way harder pass levels,1,negativo
interesting hadnt played years,5,positivo
interesting makes think calculative,5,positivo
fun addictive doesnt try force buy boosters,5,contento
game takes away stressful life,5,insatisfecho
many interference runs battery die,1,insatisfecho
love game hoping bring back extra life back dont,5,contento
annoying playing suddenly game freeze u lost everything first thought game needed update check updates needed still thing pls help,1,neutral
like updates 1 fish really,1,positivo
game garbage puzzles require tons extra turns dont give pass spend cash whole game giant money grab tons game pop adds,1,neutral
relief stress day interesting calculating game play,5,contento
relaxing suffer depression anxiety,4,insatisfecho
play without network youll get stuck somewhere fun smooth network,3,contento
problems connect fb account9,3,negativo
im liking updated version better old game still needing buy many app boosters,4,contento
awesome game wonderfull enjoy mint,5,contento
please remove gummy bear level end streak frustrating play game relax mind get annoyed remove right away n till 1star,1,positivo
one bestest game ive ever played stress buster everything,5,negativo
invest time games better fake people,5,negativo
good game mind relax,5,contento
worst game app ever played always make us purchase,1,negativo
good app funny game,5,contento
yeh game bohot accha hai,5,neutral
im playing 16200 levelsanyone,5,positivo
candy crush saga interesting game ever,1,positivo
almost level 3000 started temu pinterest ads cant x dont get reward please fix,5,insatisfecho
playing candy crush long time 16000 levels new update fish get 3 activated especially stripe bomb get 1,2,insatisfecho
make part two game better version better graphics main character yeti brand new booster could use game level brand new booster game easy hard level win brand new booster prizes make part three game main character mr toffee ten brand new treasure chest hundred brand new candy sirpe hundred brand new candy booster thats could use game hundred mechanic,5,contento
single ad relaxing fun love,5,contento
grandmother games dont like much,1,negativo
love game level 3k plusbutiklan judol dan pinjol selalu tampil seperti sahabat sejati mau show,3,contento
game pathetic freezes feels like making loose nice offers deleted reaching almost thousand patient wish could attach photo work stop greedy,1,negativo
game really cool amazing,4,contento
bhot hi shaandaar game h,5,neutral
quitting 4500 levels game obviously good game good system support report bugs frustrating streak going game bug losing progress considering things depend streak advance properly also frustrating put bucks game ad option add moves disapeared completely option get additional moves without spending gold money,2,positivo
keep getting logged game restart level log automatically failed due logout beyond evil guys fix app,1,enojado
good game world feel good game,5,contento
fun fun fun still greatness still fun yes funstill fun favorite pass time 111123 love levels game ddictive 2024 still playing still funok trip still playingalways nicer fasterstill playing july 24 aug 24 fun fun fun best ever 91124 ads ridiculous good game yes yery tired tick tock ads please get rid tick tock ads 1325 still fun hate tick tock adds please get rid still fun still dont want tic toc adsstill,5,contento
single ad 30sec 5sec 3 sec making experience worse playing candy crush since ages ads promoting gambling,1,negativo
fun gets impossably hard every single level pass levels without spending real money bunch boosters game little tricks fail level 5 times sudden combo wipes entire level except one block moves wait spend real money extra moves lol imagine rigged make spend money,2,negativo
frequent crashes playing losing powerful super color bomb,2,positivo
love game much play time play made mama ka,5,contento
glaringly obvious game money dump level cant beat buy way everything 1 10 gold used 3 19 gold fish go things dont help theyve ruined made expensive dirtbags typical scam casual fun game 1 grossing game literally,1,negativo
bast game mind lq laveal,5,neutral
got tired studies game good entertainment game,5,positivo
fix ip connection problem live london playing lot go mean gameplay oustide underground using data inside tube changing wifi almost everytime loosing winning streak horrible annoying especially level 2k fix losing lot gold extras patience,3,insatisfecho
feel stress put tha earphone play game,5,negativo
liked game much interesting game,5,contento
really fun playing game,5,contento
good game relaxing sounds candy levels sometimes hard hard easy complete overall still worth playing 2025 miss old soundtrack sound effect,5,contento
fix kick bake cake 1 move new level cake,1,neutral
good fun long flight hours entertainment,4,contento
fun engaging addictive im definitely swiping stress away,4,contento
ms dhoni favorites game,5,positivo
game nearly 10 years great accidentally deleted app reinstalled tried retrieve account slow progress upto date level 9262 saying 6356 really happy loved game long got really far also spent loads money help levels disappointment getting far last 10years,1,contento
relaxing game love game,5,contento
good game good game good game,5,contento
fun game play love,5,contento
fun satisfying game really like music,5,contento
filling better playing style,3,contento
pehle jaisa maja nai game ke andar jo pehle target hote bahut bahut maja ata tha ab bor ho jate bar bar ek hi jaisa chiungum bhi bar bar ati unstal kardiya mene,4,neutral
hello candy crush saga thanks,5,positivo
game deleted children im register email plz recover option old level,5,positivo
nice time passing game one problem moves level complete level extra moves game doesnt gives us option watch ad get extra moves demands 1012 gold bars arent commonly,4,neutral
game good sometimes stuck try buy moves refresh didnt get moves lost golden bars uninstall app much frustrating,1,neutral
super game mast game,5,contento
reached level 7570 suddenly reward adds closed,5,contento
play hours hours probably die playing candy crush tomb stone read loved family adored candy crush,5,contento
game freezers chocolate box full got game still frozen restarted phone still frozen please help uninstall game install hade start beginning,5,contento
cant stop playing thus game,5,positivo
makes spend money get simple levels done hate games force spend money,2,insatisfecho
relaxing game much fun,5,contento
love game really keeps guessing fun,5,contento
fun play girl anymore coming impossible clear levels,1,contento
best game planet mars earth,5,contento
mom absolutely obsessed game,5,negativo
richard bad network issues,1,insatisfecho
love games one still confusing probably diabetic sugar yum god help also allergic sun gone exploring kp,1,contento
love great game number 1,5,contento
love game game great way keep mind sharp,5,contento
mother got type 2 diabetes playing game much fun,5,contento
like game fun play,5,contento
enjoy game im currently level 114 16 moves remove 3 gummi dragons thing whole bottom board covered pies creme whatever making level impossible within 16 moves mention need use striped wrapped candy get thing dispense gummi dragon forces use money buy lives stupid levels need booster,3,negativo
im like actually goated,5,positivo
fun able see whole board times miss matches,4,positivo
becose candycrush hanging time uninstall candy game bad experience remaining 20 gold bars credit account bad game one responce attending problem hello please credit 20 gold bars,1,negativo
game kick everytime start well,3,positivo
fun many micro transactions,4,contento
fun game pass time relax keeps mind issues fall asleep helps play fun without spend money around fun,4,contento
easily suppose win level 11635 game shuts lost power please uninstall application cheating,1,positivo
candy plaste time seeking time headheck head pain please change,1,negativo
great free game pass time,5,contento
love play every chance get,5,contento
initially running good days faced many issues candy royal streak 8 steak royal candy level gold bars creditedroyal candy streaks levels 21 22 getting failed automatically last levels issues repeated update also im tired,3,insatisfecho
fun game id like keep 5 star review one thing making game unenjoyable playing level crashes lose boosters happened 4 times get fixed get kind boosters free lost super bomb 34 times due crashing problems boosters winning streaks along contests please compensate loses,5,contento
nice games namaste india,5,positivo
always good bit escapism,5,positivo
absorbing thought provoking great day nz,5,contento
unplayable update 2x2 makes 1 fish 3in row fish makes 1 fish 3 like used pass levels quickly levels turn hard ahead paying gold anymore old better new sucks,1,positivo
good game relax calm playing games please remove bugs like store connection,5,contento
really like play game keeps mind busy yes tricky get bud,5,contento
awesome game returned game lot fun,5,contento
enjoy candy crush great stress relief,5,contento
much fun game love,5,contento
great way pass time,4,contento
final punch guts ive playing game many years bring adverts well im sad sold adios losers,1,insatisfecho
bagus game nya dan level nya juga banyak dan walaupun level nya susah tapi tetep seru,5,neutral
perfect yay like waw,5,contento
started playing afew games ago loving,5,contento
game crashing alot lately especially buy coins continue level wont lose super charger color bomb andor win streak open app back ive lost win streak super charger color bomb unacceptable please fix bugs wont choice uninstall game im almost level 5000 way,1,positivo
repetitive levels designed give impression easy long win streak boosters earning lots rewards game time freeze moves wont work effectively timed boosters gone bars spent need wait forever life feel need buy extras takes joy away also weekly contests never friends players equal level progress,3,contento
love games great pass time game,5,contento
entertaining play without volume,5,contento
fun game play addictive,5,contento
fun play great game enjoy playing game love play every day excellent magnificent fantastic superb world,5,contento
fun getting annoying cant win u ro buy gold bars get better way ro receive gold bars booters give unstalled game,3,positivo
longer game fun almost levels require multiple boosters competitions really newer players fair end get 45 new levels weekly hope people thousands also doesnt reward winning episode race anymore last 2 times ive received 0 gold bars first rated 5 would hard pressed give score,1,positivo
playing candy indeed topnotch,5,positivo
cant get friends devices l cant ask lives,4,positivo
well basically game im game 200 boring,1,negativo
im sick getting kicked game right use booster purchased happens time update game restart tablet constantly happens time quit im ahead find another game,1,insatisfecho
fun play pass time waiting errands get done,5,contento
get relaxing mind end day,5,positivo
love playing candy crush saga,5,contento
rocks addictive wish would freebies pay little cash,5,contento
mutch hard levels hard struggle mutch fed upp hard help boosters earn struggle get boosters l fed upp,5,neutral
3 10 think game old man 11 years old think awesome game,5,contento
get race 100 people back please days dont get extra life lifes,5,positivo
love game fun game help pass time 87 need keep brain working thank sharing beautiful game old people need come old people play 87 thanks awesome game fun,5,contento
really enjoy game indeed helps remove stress depression,5,negativo
game awesomeyou wont regret installing,5,positivo
cool game makes time go faster,5,positivo
nice game love time pass relieving stress,5,contento
fabulous game love play,5,contento
easy fast moving game use brain best moves especially move drawing,5,contento
stop installing junkware phone,1,negativo
amazing gameits awesome exultant,5,contento
love addicted playing play often fun love,5,contento
amazingly satisfying game also get addicted,4,contento
love much although sometimes cant get past level annoying nice,5,contento
playing long time appreciate variances candy crush games please dont introduce fish combinations permanent feature,4,contento
game awesome miss title tell world start finish level night owl game hope xbox console,4,contento
option save remaining moves used next level,5,positivo
great game please add friends chats option extra move level loss,5,contento
purchase items continue playing game flips start lose game doesnt allow continue,2,negativo
bast game mandi frash,4,neutral
cant connect facebook download,5,neutral
tons fun never boring games keeps hanging frame frame stimulating sound effects dialogue simple game quite addictivejust like candy,4,contento
ive gotten good scores without dropping dime money im sure wont last bad fishdom better theres point game probably better shut brain get excited explosions loud noisesand pretty colors,5,contento
fully fresh enjoyment hip hip hurray,5,contento
excellent sometimes game slow,5,contento
always like king games prefer pappa pear also goodgreat graphics,4,positivo
progress saved powerups gone events ads showing,3,contento
5 lives start moves prizes winl hate shuts middle game something please annoying,3,negativo
love candy crush gold bars difficulty reward expensive l took star,4,contento
game fun definitely enjoy,5,contento
app good please add facility play earn play store redeem code,4,contento
awesome thats l say stress killer,5,neutral
getting ads please enable ads,1,positivo
face issue payment overall game good,1,positivo
bad game levels challenging,5,negativo
game interesting much fun,5,contento
10 years still best,5,contento
new jelly fish update made useless,1,negativo
game excellent im visually impaired brightness colors makes easy play,5,contento
super game candy crush,5,contento
give five stars new improvement isnt making game look like used play please jelly fish reward something kindly take use,5,contento
one nicest games ive ever played keeping funky,4,contento
amazing stress lessi enjoyed game boosters helpful usi love game,5,contento
favourite game love play,5,contento
cool enjoy playing everyday,3,contento
like fish changes wont play anymore,1,positivo
reached level 1700 something impossible pass without making purchase uninstalled game fun feeling like forced spend money would never game aggressively marketed showing made game scenes advertisements try close advertisement takes download screen gross,1,positivo
addictive fun tester way,5,contento
wonderful game enjoying lot,5,contento
game nice family everyone like game father mother sister game also relaxing without ads,5,contento
interesting game buy one pack unlimited lives boosters active pack give money also candy crush old solve problem game good,5,contento
candy crush amazing game,4,positivo
last 3 months playing random people played single friend time enjoy playing called people strange names pictures please sort friends play sometimes together,1,contento
love stages r unplayable require buy boosters extra moves happy verge deleting play every cash grab disgusting make first purchase option watch ads boosters magically disappears also dislike new music miss classic candy crush sound boooo cc developers,2,positivo
aunt playing game 10 years loves shes got like 16k wins one game shes aunt heres 5,5,contento
mind relax play game,5,contento
love game like mad,5,contento
playing game 10 years,5,positivo
feels felt first time,5,neutral
candy crush good apps love,3,contento
game good addictive favorite game minecraft giving 3 stars,3,contento
amazing game favorite game,5,contento
5 good game fun play,5,contento
excellent experience love game unfortunately since two months ads show helpful level clear,5,contento
bad game think im getting addicted,4,insatisfecho
nice game mind relax,5,contento
maazaa aa jata hai play karke,5,positivo
play game like fun,5,contento
nice game mood fresh,5,contento
excited game stress burster game,5,negativo
tati game isko koi mat khelo,1,neutral
amazing game helps depresstion thank also helped stress thanks makes feel like kid cant get enough game puts smile face,5,contento
awesome game really fun,3,contento
candy crush best game,5,contento
best would famous game,5,contento
dont like fish thing back one fish would return 3 fishes,3,negativo
jesus christ lord saviour amen still fun awe hallelujah holy high ancient days good sho,5,contento
lose candy crush saga stop,5,insatisfecho
cheating game money person near clear level cheated keval paise chahiye inko jabardasti cheating krte h,1,enojado
miss og candy crush saga,3,negativo
got game one stars,1,neutral
far really great game,5,contento
nice game experience im playing game within 3 years 4500 levels interesting,5,contento
nice app great looking happy,5,contento
good game brain iq,5,positivo
fish totally useless goes anywhere likes wil never hit point make u fail game,1,insatisfecho
game awesome parent end day youre relaxing game perfect snack ofc,4,contento
rapidly turns p2w around lvl 300,3,neutral
thank king giving event dumb pointless hell want us pass 60 levels get reward event keep losing win streak super charger next time want event like make sure last day waste time original board easier events,1,contento
great way learn strategy,5,contento
fun relaxing challenging start dont want quit,5,contento
candy crush highly addictive,5,negativo
teh last upgrde fish booster downgrade imo,5,neutral
good game knows keep person busy phone lot fun game,5,contento
playing game almost 14 years fish pop one candy one fish supposed pop 3 candies,4,positivo
ive playing think safe fun play,5,contento
fun game play phone 100 times fun old one tablet,5,contento
great game help relax mind,5,contento
changed much better really enjoy playing,5,contento
doesnt appeal since music sounds updated ive tried several time play recently disappointing,2,negativo
awesome game playit enjoyable relaxing,4,contento
first online downloadable game mario bros like lot lots changed since first played great game,5,contento
really enjoyed playing candy crush saga always make day,5,contento
loads fun challenging worthy five stars,5,contento
like playing candy crush,5,positivo
much time levels dont need tutorials need speed upthe much time levels still love playingokay,4,contento
newest update nerfed fish disguised new booster wouldnt notice theyre way worse also got rid fishing guy give bonus life per day nerfs 500 events thats youre forced watch popups cant opt game becoming tedious shell former self clearly push king get people spend money,2,negativo
great way enjoy waiting appointment really though,5,contento
love many hard enough rewards,5,contento
levels get hard early game ads less 30 seconds dont use free booster time,3,negativo
really fun awesome game,5,contento
started playing missed game glad back excited see changes made dratz tried hook facebook drags nook tablet delete reinstall downloaded pleased longer wait someone give tickets thanks love game back 2022 back 2025,5,contento
play long enough see add animations wastes time timed boosters reduce efficacy said boosters guise new combo save space phone,1,contento
awesome gamemast nice biiiiiqq5 goooodddddnice,5,contento
melts stress away relaxing enjoyable part day,5,contento
unplayable compared used stuck level 20x insane money grab impossible beat play,1,negativo
like game fun time consuming,5,contento
one sstar game timepas tricky technical,1,negativo
one best games ever never get old,5,contento
hi playing upto 17000 level complaint gold pass sold 90rs boosters multiplied 19but credited old oneim really much depressed,5,negativo
get level impossible pass moves given spend money buy extra moves even work cant use power ups time buy good game lousy set took expensive update feb 25 2025 say get level 4000 whatever without spending ang money truthful bull,5,positivo
im going stop playing game,5,negativo
game addictive enjoyable time love,5,contento
game good way pass time good game,5,contento
good game play game every day timepass fun,5,contento
cannot clickpurchase livesgold bars extra lives gamei give eventhough close finishing hit last candies please help,2,contento
luv gamesfor several years,5,neutral
terrific fun relaxing game play graphics exciting fun,5,contento
lots fun enjoy graphics also challenging,5,contento
candy crush saga beast game,5,negativo
amazing dont let mind addit,5,contento
like different levels game,5,positivo
fun game becomes expensive join match,2,contento
candy crush saga fun addictive match3 puzzle game vibrant visuals challenging levels reliance inapp purchases frustrating remains engaging constant updates new levels,5,contento
bit variety needed charces earn help,3,positivo
amazing game candy short,4,contento
characters top right hand corner ruined experience,1,positivo
nice game time pass,5,positivo
paying game cuz really trying playing,5,positivo
mast mind busy time pass,5,neutral
loose life moves fault,4,insatisfecho
level hard pass sometimes takes lot data update,3,negativo
nice game fun play mind begin sharf,5,contento
boring boring nd boring nd bordumm continuous comes much irritating stuck level nd help comes benefits play game,1,negativo
love play game cool,5,contento
nice game tha enjoying gamei love iy,5,contento
game really helps relieve stresstrust know,4,contento
awesome game addicted awesome awesomeawesomeawesome,5,contento
enjoyable keeps crashing fed building bonus crash,5,contento
nice relaxing game takes long get life refill,5,contento
really like playing game mostly keeps time,5,contento
ii nais god game,5,positivo
hifirst time play thesei think good play,5,contento
game best game everfun play,5,contento
nice game enjoying much,5,contento
wanting delete candy crush new update horrendous actually deleted game phone bring back candy crush made sounds crackled exciting boring,1,insatisfecho
gold bugged 50 levels gold,1,neutral
meny ads worst game dont try,1,insatisfecho
started im enjoying thank,4,contento
good game test brains planning well wife daughter simply love good one passing time love,5,contento
cute game fun play time comes quickly makes tense good game,5,contento
always liked games like thistheyre much funny relaxing,5,contento
facing problem android phone post update,4,negativo
nice provide scheme add gold biscuit,4,positivo
lovely game addicted give five star,5,contento
never could play im going stop game would rather play games im using brain,4,negativo
amazing offline game played come play candy crush blow away stress,5,contento
adds paisa bohat mangte hai ye log,1,neutral
lots fun love game,5,contento
whenever start playing game switching app giving headache,1,positivo
love game happen double men otis original game love challenge helps brain think outside box candy crush saga game challenging much fun please thank sending free gold bars men play please thank advance,5,contento
still keeps attention many years leave awhile always come back,5,negativo
im getting ads adding lives wgy,4,neutral
game stopped 35 biscuit rewards get,1,positivo
love thi rs game favorite game timemmdjjfjhf bfn,5,contento
please refund 1500 deducted account purchase gold bars werent even given yet transaction successful refund else stop playing game,1,contento
good time good time,3,contento
fun play learning curve slight,5,contento
lots fun still fun,5,contento
enjoying game challenge good fun exciting pass level level cant put phone lol,5,contento
whenever watch ad skip goes chrome back lost progress please fix happened several times going uninstall game,3,positivo
best game ever keeps thinking entertained hours,5,contento
prev phone force install x6 pro,1,neutral
