stars,review_body,language,processed_text,sentiment
1,"Los cubitos aunque pongas que los fabriqué en el tamaño más grande, son pequeños, y al estar huecos por dentro, se derriten enseguida",es,cubitos pongas fabriqué tamaño pequeños huecos derriten,insatisfecho
1,"Nada que ver la foto a lo que llego a mi casa, un timo... no tiene el dibujo de apple, es resbaladiza, etc... la verdad un timo",es,foto llego casa timo no dibujo apple resbaladiza etc timo,enojado
1,La verdad me lo esperaba mucho mejor . Pero la calidad precio para este artículo es un poco caro. Hamaca significa balanceo no temblores. 😓,es,esperaba mejor calidad precio artículo poco caro hamaca significa balanceo no temblores,neutral
1,"Hola, la caja ha llegado vacía sin nada en el interior",es,hola caja llegado vacía interior,enojado
1,El material es muy bueno. Lo malo es que pone que es para hombre y no es verdad.,es,material muy malo pone hombre no,positivo
1,Nunca llegó y nadie contesta los mails... De a 1€ el chino se estará haciendo de oro...,es,nunca contesta mails chino oro,enojado
1,"lo devolví. El espejo es de poca calidad, la iluminación más que ayudar, molesta. No vale.",es,devolví espejo calidad iluminación ayudar molesta no vale,enojado
1,NO ME HA GUSTADO MUCHO NO ES PROBLEMA DEL PRODUCTO CREO QUE NO ME FAVORECE NADA PORQUE SOY ALGO BLANQUITA Y NO ME GUSTA NADA EL FORMATO DONDE VIENE SE CAEN LOS POLVOS POR TODOS LADOS,es,no gustado no problema producto no favorece blanquita no gusta formato viene caen polvos lados,insatisfecho
1,Me ha llegado toda sucia y rayada. Se ve que me han endosado una silla usada y devuelta. De vergüenza! Por lo menos la podían haber limpiado para disimular!!!,es,llegado sucia rayada ve endosado silla usada devuelta vergüenza podían limpiado disimular,enojado
1,"Muy caro para la porqueria que es,caja super pequeña, en los moros los hay por 4 euros la misma porqueria",es,muy caro porqueria caja super pequeña moros euros porqueria,enojado
1,El envío me llegó con la caja golpeada y uno de envases del cloro granulado estaba roto y todo el cloro esparcido por la caja. Al abrir la caja casi tenemos una desgracia porque había niños cerca. MUY MUY decepcionado por el envio de este material tan delicado,es,envío caja golpeada envases cloro granulado roto cloro esparcido caja abrir caja desgracia niños cerca muy muy decepcionado envio material delicado,enojado
1,"Para mi niña De 21 meses no sirvieron mucho porque se le Salía el pie por delante, bonitas pero poco prácticas.",es,niña meses no sirvieron salía pie bonitas poco prácticas,insatisfecho
1,"Al cabo de unos mese de uso, el toner forma grumos, y la calidad de la impresión es desastrosa. No recomiendo su compra",es,cabo mese toner forma grumos calidad impresión desastrosa no recomiendo compra,enojado
1,"Aunque el soporte agarra y ajusta bien el teléfono, el enganche a la rejilla de ventilación del coche es súper endeble, a la que lo tocas un poco para colocarlo se cae. No merece la pena.",es,soporte agarra ajusta teléfono enganche rejilla ventilación coche súper endeble tocas poco colocarlo cae no merece pena,insatisfecho
1,"El producto recibido había sido abierto e incluso marcado como ""etiqueta dañada"". Al ir a usarlo NO FUNCIONABA. Era para regalo estos días. Faena que me han hecho.",es,producto recibido abierto marcado etiqueta dañada usarlo no funcionaba regalo faena,enojado
1,Desde el primer día no ha ido bien. EL sensor no funciona correctamente y siempre pita incluso cuando no hay un animal por lo que se queda enseguida sin batería.,es,no ido sensor no funciona correctamente pita no animal queda batería,enojado
1,No atrae a los mosquitos como anuncia y por lo tanto es un trasto inutil que solo molesta con la luz azul que produce.,es,no atrae mosquitos anuncia trasto inutil molesta luz azul produce,enojado
1,"Detecta los billetes bien pero al minuto se apaga y tienes que estar todo el rato encendiendolo, lo que lo hace poco práctico",es,detecta billetes minuto apaga tienes rato encendiendolo poco práctico,neutral
1,"La estética del producto y su resitencia es buena. El envío fué rápido, pero se apaga y enciende sin motivo y la batería no me duraba más de 36 horas.",es,estética producto resitencia envío fué rápido apaga enciende motivo batería no duraba horas,neutral
1,"La mayoría de los abanicos vienen imperfectos. Tienen las varillas pegadas entre sí y no se pueden despegar, además la tela es más fina que la de la foto. Me los esperaba un poco mas grandes, vienen pequeños.",es,mayoría abanicos vienen imperfectos varillas pegadas no despegar tela fina foto esperaba poco vienen pequeños,insatisfecho
1,Se rompen fácilmente,es,rompen fácilmente,insatisfecho
1,"no me gustan nada, ademas de no venir con las pilas cargadas. le he puesto nuevas y la luz se va y se viene. nada, no sirve. lo siento.",es,no gustan no venir pilas cargadas puesto luz viene no sirve siento,enojado
1,"Lo he comprador para un regalo. Mi sorpresa ha sido, que cuando lo he recibido no venia en una empaquetamiento original de amazon. Han puesto la pegatina con la dirección de envio en la caja original con lo cual ya no puedo quitar esa pegatina. Queda muy cutre para regalarlo ya que parece usuado en lugar de Nuevo. La caja original ha venido abierta debido a la falta del embalaje habitual para el transporte por amazon.",es,comprador regalo sorpresa recibido no venia empaquetamiento original amazon puesto pegatina dirección envio caja original no quitar pegatina queda muy cutre regalarlo usuado lugar caja original venido abierta falta embalaje habitual transporte amazon,insatisfecho
1,"Lo peor de lo peor, si produce sonido pero suena como un radio de los 80s con nada del los frecuencias bajas.. me odio que quitan los jacks 3.5",es,peor peor produce sonido suena radio frecuencias bajas odio quitan jacks,enojado
1,No lo e recibido y marca que sí,es,no recibido marca,enojado
1,Yo me he llevado una decepción enorme apenas calienta y la espuma no la veo me guíe por los comentarios y me anime y me equivoque,es,llevado decepción enorme calienta espuma no veo guíe comentarios anime equivoque,enojado
1,No venían ventosas ni nada con lo que poder sujetarlo a la pared que no fuesen tornillos.,es,no venían ventosas sujetarlo pared no fuesen tornillos,insatisfecho
1,El producto llego mal. Tuve que llevar mi cafetera saeco al servicio tecnico y alli me dijeron que el filtro era defectuoso y que reclamase a Amazon,es,producto llego tuve cafetera saeco servicio tecnico filtro defectuoso reclamase amazon,enojado
1,"Demasiado pequeña, una cosa normal dos tarjetas el DNI, el carné de conducir, la tarjeta de transporte y la sanitaria, ya no se cierra bien. Los billetes sobresalen",es,pequeña cosa normal tarjetas dni carné conducir tarjeta transporte sanitaria no cierra billetes sobresalen,insatisfecho
1,se despega....y eso que limpie la zona...es muy bonito pero la pega de baja calidad.,es,despega limpie zona muy bonito pega baja calidad,insatisfecho
1,No me han enviado el aroma que escogí. Han enviado el de frutos del bosque que es muy empalagoso,es,no enviado aroma escogí enviado frutos bosque muy empalagoso,enojado
1,De mala calidad. Es una simple pegatina que no se ni si protege de los golpes!! No es cristal templado.. Y difícil de quitar todas las burbujas..,es,mala calidad simple pegatina no protege golpes no cristal templado difícil quitar burbujas,enojado
1,Muy Incómodos y fríos. Se siente a cada paso las Molduras antideslizantes en a planta del pie No los recomiendo a nadie.,es,muy incómodos fríos siente paso molduras antideslizantes planta pie no recomiendo,enojado
1,Es imposible de colocarlas en el casquillo. Tuve que devolverlas.,es,imposible colocarlas casquillo tuve devolverlas,enojado
1,"Aún no lo he recibido, por lo tanto no puedo opinar.",es,no recibido no opinar,enojado
1,Muy mala calidad a se pone blanco muy rapido,es,muy mala calidad pone blanco muy rapido,enojado
1,"no lo he recibido, asi no valoro",es,no recibido no valoro,enojado
1,"La tuve que devolver porque no es muy discreta que digamos, la mirilla por fuera es demasiado voluminosa, además es un poco complicada para cambiar las baterías",es,tuve devolver no muy discreta digamos mirilla voluminosa poco complicada cambiar baterías,insatisfecho
1,Después de más de 3 meses de espera nunca llega el producto.,es,meses espera nunca llega producto,enojado
1,Me ha llegado en mal estado bien enbalado pero con golpes y rayaduras.,es,llegado enbalado golpes rayaduras,insatisfecho
1,"Nunca me llego ,reclame y me devolvieron el dinero,francamente disgustada. Me esperaba más seriedad....en fin es lo que hay .",es,nunca llego reclame devolvieron dinero francamente disgustada esperaba seriedad,enojado
1,"No lo recomiendo, muy mala calidad, consume las pilas enseguida y se ha estropeado en poco tiempo. Por ese precio, los hay mejores.",es,no recomiendo muy mala calidad consume pilas estropeado poco tiempo precio mejores,enojado
1,"La compre para con alexa apagar encender el baño, pero requiere de una linea adicional y la instalación es demasiado antigua para poder instalarla, lo probé a instalarlo en el salón donde tenía un interruptor + un enchufe, pero aunque el interruptor se iluminaba, no encendía ni apagaba la luz.",es,compre alexa apagar encender baño requiere linea adicional instalación antigua instalarla probé instalarlo salón interruptor enchufe interruptor iluminaba no encendía apagaba luz,neutral
1,"No me llego, después de dos meses renuncie al pedido solicitando la devolucion",es,no llego meses renuncie pedido solicitando devolucion,enojado
1,Por el precio que tiene la mesa la calidad es pésima. Toda la estructura de aluminio está rayada y desconchada. Una vez montada la estructura de arriba queda desajustada y de las patas queda coja. Al extender-la se ve inestable. Estoy descontenta y no compraré nada mas de este proveedor. No os la aconsejo.,es,precio mesa calidad pésima estructura aluminio rayada desconchada montada estructura queda desajustada patas queda coja ve inestable descontenta no compraré proveedor no aconsejo,enojado
1,Duró 3 días y luego no encendía.,es,duró no encendía,enojado
1,"Creo que es el peor artículo que haya comprado en amazon. Pésima calidad. Mi hija de 2 años y 10kg ha partido dos lamas. Sin hacer movimientos bruscos ni saltos, sólo dormir. Ha durado 3 noches. Estoy indignado.",es,peor artículo comprado amazon pésima calidad hija años kg partido lamas movimientos bruscos saltos dormir durado noches indignado,enojado
1,"No he recibido la mercancía, a pesar de que en todos los sitios da como entregada , yo no he recibido la mercancía, y amazon no me dan ninguna entrada para reclamar mi pedido porque lo da como entregado y yo no lo he recibido",es,no recibido mercancía sitios entregada no recibido mercancía amazon no entrada reclamar pedido entregado no recibido,enojado
1,"Mala cálida, solo la use una semana y la cremallera principal de daño y el pequeño bolsillo tenía problema en abrir. Pues nada que la tire a la basura...",es,mala cálida use semana cremallera principal daño pequeño bolsillo problema abrir tire basura,enojado
1,Se ven muy de plastico,es,ven muy plastico,insatisfecho
1,He pedido estos protectores en otra ocasión y la calidad era muchísimo mejor. Estos últimos que me han llegado son patéticos. El adhesivo ( por llamarlo de alguna forma) no cumple en absoluto con su función. Totalmente decepcionada. No volveré a pedirlos.,es,pedido protectores ocasión calidad muchísimo mejor llegado patéticos adhesivo llamarlo forma no cumple absoluto función totalmente decepcionada no volveré pedirlos,enojado
1,"Estas resistencias no me an gustado nada,después de hacer varias pruebas pensaba que el problema es el ato, pero me di cuenta que se oxidan con facilidad, en cuanto a vapor y sabor no están mal pero son resistencias de 24 horas y no más.",es,resistencias no an gustado pruebas pensaba problema ato di oxidan facilidad vapor sabor no resistencias horas no,insatisfecho
1,"El ancho (espesor o grosor) de las piezas de la alfombra difiere de una pieza a otra, variando de 0,8 cm a 1,1 cm. Lo mismo ocurre entre la letra y la pieza donde encaja. La superficie de la alfombra no es uniforme, lo que represente un riesgo para los niños al caminar sobre ella. Son varias las piezas que presentan este, para mi, defecto o problema de calidad del producto. Ya inicié el proceso para devolverlo, no lo compraría nuevamente ni se lo recomendaría a nadie. Ahora bien, también hay que hacer mención a lo positivo,, el envío llegó antes de lo previsto. Slds,",es,ancho espesor grosor piezas alfombra difiere pieza variando cm cm ocurre letra pieza encaja superficie alfombra no uniforme represente riesgo niños caminar piezas presentan defecto problema calidad producto inicié proceso devolverlo no compraría nuevamente recomendaría mención positivo envío previsto slds,enojado
1,El móvil está bien salvo que le falta el slot de la tarjeta SIM y la micro SD. Me he tenido que comprar la pieza aparte por este motivo. Mala experiencia,es,móvil falta slot tarjeta sim micro sd comprar pieza aparte motivo mala experiencia,neutral
1,Después de varios meses de uso está empezando a fallar los botones que más se usan. Una pena porque he tenido un CASIO parecido y ha funcionado perfectamente más de 10 años...,es,meses empezando fallar botones pena casio parecido funcionado perfectamente años,insatisfecho
1,"Hola esta bateria solo carga el 50% de su capacidad e probado con distintos cargadores de las caracteristicas que pone el fabricante , y nunca e podido cargar el 100% , y eso que a estado 16h en carga .No recomiendo esta bateria",es,hola bateria carga capacidad probado distintos cargadores caracteristicas pone fabricante nunca podido cargar carga no recomiendo bateria,enojado
1,"Ha durado 2 meses al principio iba todo genial, luego dejo de funcionar la lucecita de carga pero no le di importancia porque eso me da igual que funcione o no. Pero de la noche a la mañana dejo de funcionar.",es,durado meses principio iba genial dejo funcionar lucecita carga no di importancia funcione no noche mañana dejo funcionar,enojado
1,"Difícil de colocar. Se quedan todas las huellas y es imposible de limpiar. Además, no es ""demasiado transparente"" por decir algo. Vamos un error total, además tras probarlo, es totalmente innecesario.",es,difícil colocar quedan huellas imposible limpiar no transparente error probarlo totalmente innecesario,enojado
1,"Está muy bien la verdad. Pero no daré 5 estrellas hasta que en la web pueda descargar los audios a los que hace referencia. O al menos me contesten desde el mail. Si mencionan audios, o en el libro pone que con el pack que se ha recibido (pag 17) se encuentran las pistas de audio, por lo menos deberían avisar q no vienen con el libro, no?",es,muy no daré estrellas web descargar audios referencia contesten mail mencionan audios libro pone pack recibido pag encuentran pistas audio deberían avisar q no vienen libro no,positivo
1,"La linterna es sólida y aparentemente da buena luz. Digo aparentemente porque ni siquiera he probado a encenderla ya que la he descartado por incómoda y pesada. La parte frontal pesa muchísimo y no me imagino a nadie andando -menos aun corriendo- con algo así en la cabeza a menos que quiera arriesgarse a acabar con un terrible dolor de cervicales, además el ajuste sobre la frente tampoco es el ideal pues resulta muy rígido y también incómodo. No la recomendaría y acabaré devolviéndola.",es,linterna sólida aparentemente luz digo aparentemente siquiera probado encenderla descartado incómoda pesada frontal pesa muchísimo no imagino andando cabeza quiera arriesgarse acabar terrible dolor cervicales ajuste frente ideal resulta muy rígido incómodo no recomendaría acabaré devolviéndola,insatisfecho
1,"No vale nada, es un engaño. Vienen 2 protectores pero son de gel!!! Súper decepcionado, no debería llamarse vidrio templado cuando no lo es",es,no vale engaño vienen protectores gel súper decepcionado no debería llamarse vidrio templado no,enojado
1,"Aun estoy esperando es un soporte para maleta de moto llego maleta el soporte no, lo necesitaba para estos días festivos y dicen que lo.han perdido.",es,esperando soporte maleta moto llego maleta soporte no necesitaba festivos perdido,enojado
1,Cuidado!!!! La talla viene muy pequeña y si no te lo quieres comer con patatas y quieres devolverlo.... OJO !!! Tienes que pagar por la devolución vía correos un mínimo de 2.50€ sino lo quieres certificado y 7€ si quieres que llegue seguro a su destino!!!!,es,cuidado talla viene muy pequeña no quieres comer patatas quieres devolverlo ojo tienes pagar devolución vía correos mínimo quieres certificado quieres llegue seguro destino,enojado
1,"Los zuecos son malísimos. Olor insoportables, son plástico malo.",es,zuecos malísimos olor insoportables plástico malo,enojado
1,"El producto no corresponde con lo descrito, dice que vale para 120 kg pero con 70 kg va d sobra. Muy buena para niños",es,producto no corresponde descrito vale kg kg d sobra muy niños,insatisfecho
1,Ha llegado sin embalaje y con la pegatina del transportista pegada directamente sobre el producto. Fatal. Es para un regalo y va a quedar muy mal.,es,llegado embalaje pegatina transportista pegada directamente producto fatal regalo quedar muy,enojado
1,"sólo funcionó una vez, el robot da error de carga, dinero tirado a la basura. para robot 870",es,funcionó robot error carga dinero tirado basura robot,enojado
1,Muy finas. Una sola capa. Incluso un vaso de agua deja mancha,es,muy finas capa vaso agua deja mancha,insatisfecho
1,"es pequeño, no llega a los bordes. una compra insuficiente e insatisfactoria",es,pequeño no llega bordes compra insuficiente insatisfactoria,enojado
1,"Llevo esperando bastante tiempo y no me ha llegado.Me siento estafado. Espero mi dinero sin ninguna queja vuestra, y Olvidaos de mi recomendacion.",es,llevo esperando tiempo no llegado siento estafado espero dinero queja olvidaos recomendacion,enojado
1,"Iba a llegar tarde y, al final, ni llegó. Problemas con el transporte me dijeron. No la he vuelto a pedir",es,iba llegar problemas transporte no vuelto pedir,enojado
1,"Perdía la red cada minuto, no podías conectar con tu proveedor, básicamente era un teléfono que no servía para ser un teléfono. Mi mujer tenia que llevar otro teléfono encima. No lo recomiendo para nada.",es,perdía red minuto no podías conectar proveedor básicamente teléfono no servía teléfono mujer tenia teléfono no recomiendo,enojado
1,"El producto no se corresponde con la foto! Es publicidad engañosa, los compre porque venían vestidos como buscaba! La desagradable sorpresa fue cuando llegaron vestidos diferentes y von unos vestidos de peor calidad que en la fotografia! Indignante",es,producto no corresponde foto publicidad engañosa compre venían vestidos buscaba desagradable sorpresa llegaron vestidos von vestidos peor calidad fotografia indignante,enojado
1,"Esto no es un libro, ni se acerca. Son 4 malos consejos, que no merecen gastar el tiempo leyéndolos. Cualquier búsqueda en Internet te da mejores consejos.",es,no libro acerca malos consejos no merecen gastar tiempo leyéndolos búsqueda internet mejores consejos,enojado
1,Pedí dos unidades y en las dos me encontré con el mismo problema. Uno de los muelles de las pilas del sensor exterior no hace contacto y no deja funcionar el aparato.,es,pedí unidades encontré problema muelles pilas sensor exterior no contacto no deja funcionar aparato,enojado
1,Pedido no recibido reclamado varias veces y nadie dice nada ls culpa a correos pero yo lo he pagado,es,pedido no recibido reclamado ls culpa correos pagado,enojado
1,"mala calidad de acabados, y piezas mal soldadas, no se pudo ni montar. Lo devolvi en el acto",es,mala calidad acabados piezas soldadas no montar devolvi acto,enojado
1,"He pedido 2 unidades, y o no funciona o es incompatible con mi cámara a pesar de que lleva el mismo modelo de batería que he comprado. se me ha pasado el plazo de devolución encima y me los tengo que comer sin que funcionen, esto es culpa mía.",es,pedido unidades no funciona incompatible cámara modelo batería comprado plazo devolución comer funcionen culpa,enojado
1,"No es lo que pedí, en vez de ser transparente es de color negro y no me gusta nada como queda en el tlf, ya que no parece el mismo",es,no pedí transparente color negro no gusta queda tlf no,insatisfecho
1,"El disco duro tiene dos meses y mi sorpresa es que tiene 200 sectores con errores mala compra, en mi opinión, no vale la pena",es,disco duro meses sorpresa sectores errores mala compra opinión no vale pena,enojado
1,"La teoría es muy bonita, la práctica es horrorosa. En principio el juguete es un práctico taburete que se convierte en proyector para que el niño pueda dibujar trazando las diferentes proyecciones y cambiando con una cómoda ruleta entre diferentes dibujos. Digo en principio porque ni se le asimila a lo que realmente es. Es un juguete plasticoso de mala calidad, hasta ahí me lo imaginaba y lo compré sabiendo esa posibilidad. Cuando me llegó voy a probarlo y ya veo que no es tal como parecía, las diapositivas no son cómodas de poner y para un niño es muy complicado de poner correctamente y después ir cambiándolas y ajustándolas al encuadre del taburete. Cuesta la misma vida centrar los dibujos y para que se vean más o menos correctos, la habitación debe estar casi en la más absoluta de las penumbras provocando que la criatura tenga que forzar la vista para hacer unos trazos que se ven medio borrosos y ni si quiera se terminan de ver por completo ya que no abarca tanto espacio el taburete. Conclusión, que para evitar mareos de cabeza cada vez que el niño quiera cambiar de dibujo y no producirle un daño irreparable en la visión, este producto ha sido devuelto y no se me ocurrirá comprar nada similar en la vida. NO LO RECOMIENDO",es,teoría muy bonita práctica horrorosa principio juguete práctico taburete convierte proyector niño dibujar trazando proyecciones cambiando cómoda ruleta dibujos digo principio asimila realmente juguete plasticoso mala calidad imaginaba compré sabiendo posibilidad probarlo veo no parecía diapositivas no cómodas niño muy complicado correctamente cambiándolas ajustándolas encuadre taburete cuesta vida centrar dibujos vean correctos habitación absoluta penumbras provocando criatura forzar vista trazos ven borrosos quiera terminan completo no abarca espacio taburete conclusión evitar mareos cabeza niño quiera cambiar dibujo no producirle daño irreparable visión producto devuelto no ocurrirá comprar similar vida no recomiendo,insatisfecho
1,Ha sido usado antes no llego nuevo!!!,es,usado no llego,enojado
1,"es el segundo mando que compro el primero si que es retroiluminado,pero las pilas duran nada aunque sean alcalinas. pense en comprar otro que fuese recargable y ahora que me ha llegado veo que el teclado, no es retroiluminado . y me siento engañado.",es,mando compro retroiluminado pilas duran alcalinas pense comprar fuese recargable llegado veo teclado no retroiluminado siento engañado,enojado
1,Nunca llegó. Estuvimos esperando ya que venía con retraso. Al final dicen que se perdió el paquete. Por segunda vez.,es,nunca estuvimos esperando venía retraso perdió paquete,enojado
1,Falla el anclaje con el riesgo de que se caiga el teléfono o incluso no puedas quitarlo del soporte.,es,falla anclaje riesgo caiga teléfono no puedas quitarlo soporte,enojado
1,El producto me ha llegado en un idioma que no entiendo. En la foto se puede ver lo que esperaba y lo que he recibido.,es,producto llegado idioma no entiendo foto esperaba recibido,neutral
1,"Lo tuve que devolver porque no era del tamaño que ponía en las características,sin problema",es,tuve devolver no tamaño ponía características problema,enojado
1,"Es un desastre, no hace nada y el líquido igual, deberían devolverme el dinero en serio!!!!",es,desastre no líquido deberían devolverme dinero serio,enojado
1,Se nota mucho que es una pegatina y se rompe con facilidad.,es,nota pegatina rompe facilidad,insatisfecho
1,"Jamás llegó el paquete, una gran decepción",es,jamás paquete decepción,enojado
1,"No llegó nunca y me cobraron el dinero, la aplicación no tiene un método fácil de rembolso para estos casos...",es,no nunca cobraron dinero aplicación no método fácil rembolso casos,enojado
1,abri el bote y el aceite estaba rancio. Amazon no me autoriza la devolución.,es,abri bote aceite rancio amazon no autoriza devolución,enojado
1,"Tras poco más de dos meses instalado y habiendo impreso menos de 20 páginas los cartuchos no imprimen, no valen la pena, volveré a lo originales",es,poco meses instalado habiendo impreso páginas cartuchos no imprimen no valen pena volveré originales,enojado
1,"He comprado dos microfonos, el mismo modelo, a dos empresas diferentes y ambos vienen con el mismo problema. El Microfono no funciona por esto! Dos microfonos y esperar dos reembolsos. El fabricante lo hace muy mal. Y los Vendedores tambien por vender productos en mal estado.",es,comprado microfonos modelo empresas vienen problema microfono no funciona microfonos esperar reembolsos fabricante muy vendedores vender productos,enojado
1,No sé parece en nada a la foto. Horrible y pequeño. No volvere a comprar. Fatal. Lo he regalada. No me gusta nada,es,no sé foto horrible pequeño no volvere comprar fatal regalada no gusta,enojado
1,No sirve para nada. Nada recomendable.,es,no sirve recomendable,enojado
1,Una auténtica estafa. Con el sensor en lo más alto de la rueda y no lo detectar. Una auténtica mierda,es,auténtica estafa sensor alto rueda no detectar auténtica mierda,enojado
1,"La mascarilla mas mala q he visto en mi vida,dinero tirado en la basura. Huele a cola del china!!!! No recomiendo!!!!!",es,mascarilla mala q visto vida dinero tirado basura huele cola china no recomiendo,enojado
1,"No puedo opinar, nunca llegó",es,no opinar nunca,enojado
1,Llegó en perfecto embalaje pero no se puede usar al no funcionar uno de los botones de ajuste,es,perfecto embalaje no no funcionar botones ajuste,insatisfecho
1,"Pagué más para tenerla el mismo día y me llegó días mas tarde, ya no me sirve para nada.",es,pagué tenerla no sirve,enojado
1,"Mala experiencia, los cordones tenían cera pegada. Largo tiempo de entrega por lo que no me dio tiempo a un cambio antes de navidades. Devolverlo fue una odisea de más de 10 emails. Yo no compraría aqui de nuevo jamás.",es,mala experiencia cordones tenían cera pegada tiempo entrega no tiempo cambio navidades devolverlo odisea emails no compraría jamás,enojado
1,Dos meses y medio me han durado. Una de ellas ya no funciona.,es,meses durado no funciona,enojado
1,En la primera puesta explotó,es,puesta explotó,enojado
1,Nada que ver con la imagen producto de muy mala calidad color opaco y vinieron todo rayado no lo recomiendo,es,imagen producto muy mala calidad color opaco vinieron rayado no recomiendo,enojado
1,"Una caca muy grande, las piezas se parten con mirarlas (hasta en 5 ocasiones) Nada recomendable, el señor George Lucas se rie de nosotros. Empece con el Halcon Milenario y se partio una pieza pense que era por torpeza y fui con cuidado en esta. La he tirado a la basura desesperado tras 5 roturas, 20€ a la basura. Gracias",es,caca muy piezas parten mirarlas ocasiones recomendable señor george lucas rie empece halcon milenario partio pieza pense torpeza cuidado tirado basura desesperado roturas basura gracias,enojado
1,No me ha llegado aun espero no tarde,es,no llegado espero no,enojado
1,"Me gustaba mucho hasta que dejó de funcionar repentinamente, y es aqui estando el producto bajo garantia donde empiezan las dificultades. Simplemente dejo de cargarse, lo probé en varios dispositivos de carga y sin resultado. Sintiendolo mucho con una vida de 6 a 7 meses no puedo recomendar su compra",es,gustaba funcionar repentinamente estando producto garantia empiezan dificultades simplemente dejo cargarse probé dispositivos carga resultado sintiendolo vida meses no recomendar compra,enojado
1,Se nota mucho que es falsas se instala a 3 metros de altura como lo hice yo. Ha sido una decepción,es,nota falsas instala metros altura hice decepción,enojado
1,Estoy muy decepcionado con el envío lo dejaron ha un vecino y tuve que estar toda la tarde buscando el pedido,es,muy decepcionado envío dejaron vecino tuve buscando pedido,enojado
1,"No pega correctamente. Al dia de estar puesto se comenzó a despegar de los bordes laterales, además al tocar la pantalla emite como chasquidos, como si se pegará al tocar y se despegará al levantar el dedo",es,no pega correctamente puesto comenzó despegar bordes laterales tocar pantalla emite chasquidos pegará tocar despegará levantar dedo,enojado
1,"La verdad es que está bien para ser con pilas, tiene una potencia que es la deseada siempre y cuando las baterías estén debidamente cargadas. Tiene buena fuerza para quitar el tapón. Lo recomiendo.",es,pilas potencia deseada baterías estén debidamente cargadas fuerza quitar tapón recomiendo,positivo
1,No aislan el sonido. He probado antes muchos otros y estos no son de los que menos aislan. no los recomiendo.,es,no aislan sonido probado no aislan no recomiendo,enojado
1,Resulta que con la fresca de la mañana se mantiene en contacto cerrado... Así que hay que darle con un mechero para que funcione bien... Lo quitaré y lo tiraré por qué corta la batería hasta cuándo quieres que funcione,es,resulta fresca mañana mantiene contacto cerrado darle mechero funcione quitaré tiraré corta batería quieres funcione,insatisfecho
1,"Mala calidad, el dibujo salto a las pocas semanas",es,mala calidad dibujo salto semanas,enojado
1,"No me ha gustado nada, primero por que no me lo han enviado y segundo, he intentado ponerme en contacto con el vendedor y me a resultado imposible, lo cual me dice mucho de la seriedad de esta empresa. Jamás les compraré nada.",es,no gustado no enviado intentado ponerme contacto vendedor resultado imposible seriedad empresa jamás compraré,enojado
1,Hemos recibido el libro WORKBOOK en lugar del STUDENT book a pesar que han cobrado el valor del libro solicitado (STUDENT). Como debo hacer para devolver el producto equivocado ya que al intentar realizar la devolución por la web aparece el libro STUDENT y no el que han enviado WORKBOOK,es,recibido libro workbook lugar student book cobrado valor libro solicitado student debo devolver producto equivocado intentar devolución web aparece libro student no enviado workbook,enojado
1,"Producto muy deficiente. Se rompió la primera vez que se uso,venia defectuoso internamente. Material malisimo,piezas de aluminio mal roscadas,no enroscan,se caen. No la recomiendo. Dinero muy tirado.",es,producto muy deficiente rompió venia defectuoso internamente material malisimo piezas aluminio roscadas no enroscan caen no recomiendo dinero muy tirado,enojado
1,"Desde el dia 5 del mes pasado que lo pedí y a fecha de hoy, TODAVÍA NO LO HE RECIBIDO, PERO SI EL DINERO DESCONTADO. Eso solo tiene un nombre....",es,mes pedí fecha no recibido dinero descontado nombre,enojado
1,Lo he comentado.prado para mí chica que es médico y le necesitaba y lo hemos comprado con el de mercurio y cada vez da una lectura distinta y no vale para nada,es,comentado prado chica médico necesitaba comprado mercurio lectura distinta no vale,enojado
1,"Bajo mi experiencia no vale la pena, si tu objetivo es utilizarlo a menudo. El precio es Justo para la calidad que ofrece. Para mi un suspenso claro",es,experiencia no vale pena objetivo utilizarlo precio justo calidad ofrece suspenso,neutral
1,El pedido me vino roto de una de las patas por su bajisima calidad. Obviamente reclame la devolución del importe y sin problemas,es,pedido vino roto patas bajisima calidad obviamente reclame devolución importe problemas,enojado
1,"No me ha llegado la lámpara ha habido un error y me llegó una tela que no se que es por favor solucionarme lo más pronto posible esto, ahora que necesitaba la lámpara urgente y no me llegó.",es,no llegado lámpara habido error tela no favor solucionarme necesitaba lámpara urgente no,enojado
1,Uno de los rimmel está seco por completo y los pelitos saltan por toda la cara al ir a ponérmelo. Horrible compra.,es,rimmel seco completo pelitos saltan cara ponérmelo horrible compra,enojado
1,"Pedí uno, parecía que funcionaba bien, así que a la semana pedí otro. No funciona absolutamente nada, y lo devolví. El primero que pedí dejó de funcionar bien enseguida, o no salía jabón o salía sin para hasta que apagaba el interruptor. No lo pude devolver porque tiré la caja en la que venía. Una semana de uso y a la basura, es una pena.",es,pedí parecía funcionaba semana pedí no funciona absolutamente devolví pedí funcionar no salía jabón salía apagaba interruptor no pude devolver tiré caja venía semana basura pena,enojado
